content,score,label
tidak bisa buka keluar sendiri fungsi di android 13 tinggi update,1,negatif
iuran naik aplikai sering force close (Samsung A56),1,negatif
ok,5,positif
"mau ubah no hp susahhhhhhhh banget,masa peringatannya pilih metode verifikasi dibawah ini tp gk ada tombol,cuma tulisan aja",3,negatif
membantu info saldo,5,positif
keren,5,positif
aplikasi sangat mudah digunakan dan sangat membantu,5,positif
buat akun aja ribet nomor hp verifikasi nggk masuk masuk. tolong di perbaiki,1,negatif
"tolong otpnya, nunggu trus heh ae",1,negatif
good,5,positif
manatap,5,positif
gak bisa login dari bulan lalu kenapa ya? gimana saya mau berobat,3,netral
Berobat,5,positif
aplikasi parah lupa pasword minta kirim otp kaga di kirim kirim mau berobat aja dipersulit.,1,negatif
bagus sekali pelayanannya,5,positif
"malesny aplikasi ini stiap mau dipake brobat,hrus slalu diupgrade trus,mnding klu memory hp ckup,klu GK GK bs2,jdny suka ksel sndr tiap mau brobat",3,netral
sangat bagus,5,positif
"Aplikasi gak jelas, sering bug, sering error, ribet tiap kali buka aplikasi harus log in dulu, gak jelas banget makin dipersulit, ubah faskes juga sulit, aplikasi hak bisa conect ke gmaps, daftar faskes gak muncul, gak jelas banget aplikasinya, gak bisa digunain, orang IT'nya kerja yang bener ngurus aplikisi gini doang gak bisa. Pada gak bener nihh kerjanya.",1,negatif
mantap mobile JKN,5,positif
🙏🙏👍,5,positif
kenapa sekarang aplikasi nya sering log out sendiri!,2,negatif
ok,5,positif
aplikasi apaan rusak gini daftar ktnya pulsa gak cukup giliran pulsa sudah di isi tetep gak bisa gak jelas banget,1,negatif
sangat membantu,5,positif
"aplikasi ga jelas masa ga bisa login karena udah dipake 3 NIK,",1,negatif
👍,5,positif
manfaat sekali,5,positif
ribet,3,negatif
mudah untuk mendaftar bpjs,5,positif
"aplikasi rusak, gak guna banget sumpah. verifikasi wajah gagal Mulu tanpa alesan. otp gabisa dikirim padahal pulsa banyak. gak guna ni aplikasinya. tetep aja kita harus ke kantor cabang. hapus aja aplikasi lu!!!!",1,negatif
good respon pelayanan sangat cepat kalo kita nya cermat,5,positif
aplikasi ngak memudahkan malah bikin ribet😒 masak harus verifikasi terus menerus,1,negatif
"aplikasi terjelek yg pernah ada,mau login nik katanya salah,pilih lupa sandi email katanya tidak sesuai.apa kualitas aplikasi ini tidak bisa dibuat lebih baik.giliran pembayaran iyuran lancar.",1,negatif
"aplikasi membantu dan memudahkan mendapatkan pelayanan kesehatan, semoga makin baik",5,positif
siiiip,5,positif
"Datang ke puskesmas katanya haru pake aplikasi JKN, waktu daftar online via aplikasi ini kok ttp gak bisa. Piye to kii",1,positif
"aplikasi parah, pdhl nomor aktif dan ada pulsa 25 ribu, verifikasi OTP udah 10x lebih tak dirikim kirim, gimana mau menyelesaikannya jika aplikasi nya seperti ini. tolong diperbaiki lagi agar pengguna tak kecewa",1,negatif
mau buat akun aja susah banget,1,negatif
"Aplikasi nya bagus, mudah digunakan dan sangat membantu..",5,positif
apk bagus,5,positif
semoga pelayanan Bpjs semakin di tingkatkan,5,positif
aplikasi pemerintah padahal kan? eror terus kode otp gak kekirim kirim,1,negatif
bagus,5,positif
sangat bagus,5,positif
"mohon jangan di persulit untuk daftar msuk.. sudah d ulang ktik daftar ga bisa"". msuk nik sm capt..ruwet",1,negatif
mantap,5,positif
"sdh hampir 1 minggu mau daftar online ke faskes ga bisa terus, akhirnya daftar lgsg di faskes, lanjut rujukan ke rs masih tetep ga bisa daftar online via JKN 🥵 secara daftar offline di rs sll antrian full 😤",1,negatif
MOBILE JKN DTP,5,positif
"Gak bisa daftar, GK di kirim kode otp ketika masukan no HP bangke",1,negatif
Mantappp,5,positif
apl bagus dan sangat bermanfaat tanpa ribet tp skrg apl ku terkunci mohon bantuannya,5,positif
Aman,5,positif
mobil jkn sangat membantu,5,positif
Tidak bisa ubah faskes di aplikasi mobile jkn,1,negatif
mantap lebih baik,5,positif
"ini aplikasi lemot apa gimana deh, disuruh masukin kode otp tapi ngga ada kode otp yang masuk ke sms kami, gitu aja terusss ga ada ujung nya",1,negatif
aplikasi sampah mau download aja susah banget,1,negatif
Aplikasi tidak berguna .Verivikasi kode OTP gak bisa sampai 1 minggu tetap gk bisa,1,negatif
aplikasi lemot,1,negatif
Sangat Bermanfaat,5,positif
bagus,4,positif
"Saya booking jadwal kontrol sabtu kemaren untuk tgl 31 mei dan berhasil dapat antrian no 34, tau-tau dicek esok harinya, jadwal kontrol jadi tgl 28 Juni dengan antrian nomor 4. Ini kesalahan atau gimana, terpaksa kembali lagi ke RS nya, padahal jaraknya jauh. Sedikit kecewa ..",1,negatif
"kode otp kagak muncul"" lewat sms",1,negatif
mantap,5,positif
"OTP nya gak pernah terkirim, tolong di perbaiki!!!!!!",1,positif
ok,5,positif
"terima kasih JKN,sangat membantu,sanagat bermanfaat.pelayanan gercep.",5,positif
mantap,5,positif
aplikasi yg cerdas,5,positif
keren,5,positif
Saya kasih bintang lima untuk menghormati saja Tinggal vrefikasi aja susah banget lewat no hp sama akun kaga bisa lalu pake wajah sama aja di coba pe 100x lihat kanan lihat kiri berkedip tersenyum sampai nungging tetep aja ga bisa... Adah...,5,negatif
SEHAT ITU GRATIS,5,positif
Terima kasih Saya suka Saya Suka,5,positif
oke,5,positif
"dude, kalau saya minta OTP harusnya bisa lewat WhatsApp juga lah, nomor saya aktif...",3,netral
Ok,5,positif
aplikasi macam apa ini. minta kode 2 hari 2 malam blm juga di kirim . padahal no hp no NIK sudah sesuai. mohon untuk di perbaiki lagi sistem karena ini menyangkut masyarakat banyak. jangan cuma duduk nunggu gajian coba bantu pelayanan masyarakat dengan mudah !!!!!!! semoga bermanfaat dan di tindak lanjut dengan baik,1,positif
🤔,5,positif
cukup membantu,5,positif
"jika kode OTP tidak terkirim dipastikan saldo pulsanya tidak mencukupi ya bapk², ibu² jadi harus isi pulsa dulu",5,positif
goblog,5,positif
"kadang malas pake aplikasi ini,setiap mau kontrol harus daftar ulang lagi,OTP nya tdk bisa muncul",1,negatif
ribet bgt no udh bener masii di bilang salahh aduhhhh,1,negatif
okey,5,positif
bagus,5,positif
tanpa ribet,5,negatif
aplikasi berobat,5,positif
"SUMPAH DAFTAR AJA SULIT BGT, MANA KLO GANTI NO YG GAK AKTIF HARUS LEWAT LINK LGI, DARAH TINGGI GW LAMA²",1,negatif
"tolong di perbaiki, lagi perlu malah gak bisa di pake",4,positif
"Aplikasi gblk, saya gak masuk gara gara gak bisa pake spasi saat memasukkan password, padahal Sebelumnya bisa, perbaiki hei",1,positif
susah untuk prosesnya,1,negatif
mau aktifin BPJS mandiri gak bisa masuk krn harus auto debit. bank pilihan pun tidak tercantum dalam list. mau pakai non bank top up nya sulit dan bermasalah. mau bayar iuran rasanya seperti dipersulit😥 tolong mobile JKN pilihan bank nya ditambah dan diperluas lagi. saya pakai BNI tapi tidak ada di pilihan😪 haruskah saya membuat rekening baru untuk setiap keperluan aplikasi yg berbeda². andai bayar iuran bisa langsung ke kantor BPJS. udah tak bayar langsung aja 😓,2,positif
mudah digunakan,5,positif
perubahan apapun harusnya dapat di lakukan lwt JKN mobile seperti perubahan pekerjaan perubahan tanggal lahir karna mungkin tidak semua orang tinggal di kota .aku aja mau ke kantor BPJS harus menempuh waktu 3 jam perjalanan dan sangat merepotkan.,5,positif
"verifikasi wajah untuk daftar akun baru susah. gagal terus. nanyain ke cs via FB, bisa lewat no ho atau email yg terdaftar. gitu aja terus jawabannya. no hp dan email belum terdaftar karena baru mau buat akun jkn nya. gimana sih cs ny",1,negatif
"untuk memberikan informasi sangat bagus,mudah di pahami.",4,positif
saya minta pengiriman kode otp nya lebih cepat dan mudah.. karena kemarin pengiriman kode nya sangat lama dan tak di kirim kirim tidak amanah,2,positif
sangat membantu,5,positif
sangat membantu,5,positif
susah pilih menu pindah klinik,3,negatif
"tidak mempermudah sama sekali, ujungnya jg harus datang ke tempat, aplikasintidak memeprmudah. kurang perawatan",1,positif
g bisa login,5,positif
terbaik,5,positif
kenapa tidak bisa login2 pada hal nik benar tp gagal aj.....gmn nih mau kontrol TDK BS digunakan mobile JKN,1,negatif
sangat mudah,5,positif
sulit daftar JKN,5,positif
Aplikasi ini sangaaatt membantuuu❤️,5,positif
mantap,5,positif
sangat bagus,5,positif
sangat puas,5,positif
"aplikasi sampah, tidak membantu malah bikin sengsara orang.",1,positif
ini aplikasi paling ribet sedunia....verifikasi wajah ngeselin banget...aplikasi ngeyel....mending di hapus aja ini aplikasi....aplikasi keuangan aja nggk terlalu ribet kayak gini....moga aja yg buat aplikasi ini baca supaya tau aplikasinya busuk.,1,negatif
mantap,5,positif
bagus,4,positif
sangat baik,5,positif
sangat bermanfaat dan mudah digunakan,5,positif
membantu dan menjadi lebih mudah,5,positif
nyesel banget downloadnya mau daftar sampe sekarang susahnya minta ampun . apes banget . indo ko gini amat yh serba² dipersulit haduhhh,1,negatif
splikasi bobrok.mau.masuk aja susah,1,negatif
good,5,positif
Aplikasi rusak mau verifikasi wajah aja susahnya minta ampun hadehh,1,negatif
mantep,5,positif
cepat dan mantap,5,positif
"aplikasi rusakkk, mau daftar aja susahnya minta ampun verifikasi otp nya gak kelar kelar",1,negatif
Sangat membantu dan mudah untuk dilakukan pembenahan data juga pemeriksaan sangat memuaskan,5,positif
"pelayanannya cepat ,tepat",5,positif
amat sangat mudah dan cepat,5,positif
sangat memuaskan,5,positif
"ini saya sama istri saya ajukan perubahan kelamin istri krna salah data JD laki"" dri jam 11 sampe jam 18.35 blm dirubah"" mana saya udh bulak balik rumah ke RS,posisi istri lgi hamil,tolong krja yg bner jgn hanya mau Nerima gajihnya doang,saya ini BPJS kls 1",1,negatif
aplikasi sampah,1,negatif
mudah dan jelas. terimakasih banyak ya jkn,5,positif
sangat membantu dan mudah,5,positif
sangat mempermudah saya orang tua yang nggak bisa ngantri lama. dengan daftar on line jadi lebih mudah dan simple. sangat membantu lansia seperti saya untuk daftar on line,5,positif
bagus,5,positif
Tahun lalu saya masih bisa pakai dengan aman senotosa. Mungkin karena aplikasi peluncuran baru. Eeeeh sekarang....? Ya Allah jelek bgt sih ! Mau masukin nomor hp aja susah!,1,negatif
Semoga selalu praktis dalam penggunaan,5,positif
verifikasi wajah udah 4x baru bisa yg ke 5 . mohon diperbaiki Lagi.,4,positif
Mempermudah.,5,positif
ngirim kode otp aja sudah bangget padahal nomor prabayar dan ada pulsannya... tolong di perbaiki masak iya gini terus padahal updatenya sering.... gajelas ribet,1,negatif
"kalau belum bisa buat apk,ga usah sok2an buat.mau daftar aja susah,kode otp ga di kirim2.niat buat aplikasi ga sih,minta kode verifikasi aja ga bisa2.goblok ga punya pulsa ya buat kirim verifikasi sms.tolol",1,negatif
aplk pea . kaga ngebantu banget,1,positif
ini apk ssh bgt daftarnya padahal biar sy bayar BPJS enak tp ribet bgt daftarnya dasar sampah,1,negatif
sangat dimudahkan,5,positif
kode otpnya susah banyak yg ngeluh ternyata bukan saya aja sampe beli nomor baru masih tetep gabisa masuk kode otpnya🤦,1,negatif
pelayanan sangat nyaman prosesnya juga cepat,5,positif
"klau ada bintang kosong gua kasih GK ada bintang pun,,, .. apk yng GK membantu..fix",1,positif
TOLONG DIPERBAIKI FITUR VERIFIKASI WAJAHNYA,1,positif
verifikasinya susah bgt plis. padahal nomor aktif loh,1,negatif
mantapppp,5,positif
Mantaf.dan sangat membantu.,5,positif
tlong perbaiki yaa kode otp ga pernah masuk di-sms meskipun udah Gonta ganti nmr kode otp tidak muncull jangan dipersulit,1,positif
bagus lebih mudah ganti faskes,5,positif
ok,5,positif
kenapa harus ada verifikasi wajah yang sangat sulit dan gagal terus.,1,negatif
apknya sangat membantu,5,positif
ok,5,positif
kerenn,5,positif
sangat puas,5,positif
oke,5,positif
sangat bagus,5,positif
"tolong dong developer, kok banyak yang ga bisa daftar",3,positif
tidak dapat otp udah nunggu dari tadi,1,negatif
"apk rusak, code verifikasi ga masuk masuk lewat SMS ,pdhl udh ada pulsa tetap aja ga masuk",1,negatif
nggk ada anggaran buat update aplikasi kah?? login minimal pakai username bukan nik..ribet bngt,1,negatif
baik,4,positif
Bagus. mempermuda,5,positif
good,5,positif
"ini pas di daftar nomor tuk verifikasi kodenya tidak bisa di kirim padahal sudah ganti"" nomor juga sama tidak ada kode yg di kirim",1,negatif
"aplikasinya agak lelet, tapi lumayan membantu",4,positif
"sangat mudah untuk pindah faskes, tanpa harus mengantri.",5,positif
kenapa sih tiap upgrade bukanya gampang diakses malah belibet salah NIK Lah salah password lah,2,negatif
sangat membantu,5,positif
MANTAP,5,positif
sekelas pemerintah buat aplikasi kayak gini...hadehh....daftar nya aja bikin pening,1,negatif
aplikasi rusak mau cek lupa sandi ga bisa nunggu otp lama. giliran mau daftar lagi ga bisa tolong lah upgrade lagi minimal 2kali apa 3kali pendaftaran. kalo daftar awal gak bisa login selanjutnya masih bisa daftar lagi,1,negatif
KESULITAN MENDAPATKAN OTP,1,negatif
bagus,5,positif
"aplikasi gak jelas pemerintah gimana ini, eror tiap hari segala apa gak bisa masyarakat butuh layanan kesehatan, tytyd!!",1,negatif
"aplikasi rusak 🤣 masa salah terus captcha , jelas2 sama persis salah aja tetep , terlebih lagi harus terus2an relogin , maunya mempermudah , eh setelah pake aplikasi mobile jkn malah dipersulit , parah",1,negatif
bagus dan hebat,5,positif
sangat bagus cepat pokoknya,5,positif
sangat mudah digunakan,4,positif
tingkatkan kualitas pelayanan,4,positif
Mantap,5,positif
sangat membantu,5,positif
good,5,positif
aplikasi ga berguna,1,negatif
layanan prima,5,positif
membantu di saat kita mengalami kesulitan keuangan saat sakit,5,positif
mantap,5,positif
"tambah lambat aja ne apk,kartor tutup,apk ikut tutup juga.lagi UGD banget ne",1,negatif
"aplikasi ampas, daftar aja susah aneh negara maju tapi bikin aplikasi buat akses aja gini amat, anak SMK aja bisa bikin aplikasi gini mah kocak, lu pada kerja apa molor sih? host error pada molor ya?",1,negatif
aplikasi busuk,1,negatif
sangat membantu,5,positif
"ini tim IT nya anak sd yg suka ke warnet? aplikasi pemerintah gak ada yg becus, kerja gak si kalian???? aplikasinya buruk banget, masa susah verifikasi, mau masuk gk bisa bisa..",1,negatif
aman,5,positif
sangan membantu sekali,5,positif
"aplikasi gak guna,itu verifikasi wajah hapus aja gak guna",1,negatif
"saat verifikasi wajah nya kenapa kok sangat sulit sekalih udah coba berapa kali nggak bisa bisa,, mohon di perbaiki segera",1,positif
"sekarang mendaftar lewat online lebih mudah ,gak ribet hrs antre",5,positif
"ini gimana ya mau daftar tapi ga bisa offline terus bacaan nya, sedangkan mau ngambil antrian nya",1,negatif
berulang kali daftar tidak bisa,1,negatif
aplikasi rusak ngabisin dana doang mau daftar aja di persulit,1,negatif
"menyusahkan sih. Masuk ga bisa, tiba2 keluar padahal nggak ngapa2in. Mau login lagi banyak masalahnya. Ga tau lagi deh, nggak berharap banyak lagi sama apl ini. Semoga segera di perbaiki",1,positif
"kenapa sih ini mobile jkn,tiba2 akun tidak terdaftar,tidak punya akun,pdhl sdh dipK setiap bulan buat ngecek iuran jkn.sdh daftar pake biometrik biar gampang kalo masuk,malah gak bisa,infonya belum mendaftarkan biometrik.lama2 menyebalkan.masuk pk akun yg biasa dipake,ktnya belum terdaftar,mau buat akun baru,tdk bs diproses,apk gagal kah ini.",2,negatif
"nah,,,,udah keren sekarang",5,positif
verifikasi wajah gagal terus!!!,1,negatif
"nambah"" pikiran doang ribet pake"" apk jkn jujur , udah mau coba daftar autodebit pake BRI gabisa pdhl udah verivikasi dan malah muncul tulisan invalid format email address, yang awal pulsa masi ada sampe abis cuman gara"" ngurus apk ga jelas kaya gini",1,negatif
sy senang adanya mobil jkn merasa terbantu,5,positif
permuda pelayanan,5,positif
tidak bisa daftar,2,negatif
"Kasih bintang 1 dulu, karena daftar selalu gagal padahal koneksi super duper cepat.",1,negatif
"antrian ngk sesuai di lapangan,dan belum di periksa di rumah sakit tapi,di aplikasi mobile JKN udah selesai dilayani. hamburadul",1,negatif
aplikasi sangat buruk,1,negatif
"Lucu sekali aplikasi milik pemerintah ini, banyak ulasan bintang 1. memang saya alami sendiri aplikasi ini menyulitkan. mau daftar rujukan ""maaf kuota habis"" sekalinya kuota ada juga cuma 4 tiap dokter. ada lagi jawaban ""maaf pendaftaran tidak bisa dilakukan di hari yang sama"". saran saya sih mending aplikasi ini tutup aja. trus bikin loket kusus bpjs ditiap rumah sakit yang banyak!",1,negatif
gak bisa daftar,1,negatif
Cukup Membantu Banget,5,positif
verifikasi muka aja gagal terus sudah 10 x payah,1,negatif
"saya mau pindah faskes tapi kenapa provinsi sama kabupaten,nya nda bisa kepencet yaa apa penyebabnya tolong solusinya.",1,negatif
"verifikasi wajahnya repot proses ambil datanya cepat betul, seharusnya setelah 1 posisi sdh terpenuhi klik next, baru posisi berikutnya, jika sdh komplit posisi yg diminta baru klik verifikasi...",1,positif
"mau daftar , gagal di verifikasi wajah terus, .",1,negatif
"tidak bisa daftar, verifikasi selalu gagal, keterangan gagal tidak jelas, padahal foto sudah jelas semua, percuma bayar bpjs pas mau dipakai tidak bisa selalu terkendala di mobile jkn nya. aplikasi tolol",1,negatif
Kenapa pada bagian kolom pilihan dokter tapii ga bisa milih itu gimana ya? maksudnya waktu booking kontrol mauu ganti dokter apakah bisa?,3,positif
Sangat membantu,5,positif
layanan digital yang baik,5,positif
"aplikasi jelek bukannya membantu memudahkan malah menyulitkan, verifikasi wajah gagal terus, padahal sudah pakai data, jaringan bagus,,cahaya terang.tetep gak bisa daftar dengan mudah.",1,negatif
