score,at,content,label
1,2025-05-24 01:43:32,"gak jelas aplikasinya, tiba2 akun saya keluar sendiri dan gak bisa login lagi, mau kirim verifikasi katanya email saya gak terdaftar di bpjs padahal jelas2 udah tertera di cek lewat link pengaduan juga itu email yang sama, tapi pas aku verifikasi katanya gak bisa anehhhh ngeselinn bangettt,,,aneh nya lagi pas mau pengaduan gak bisa Kirim file nya",negatif
1,2025-05-24 01:42:37,tolong dikonfirmasi.. mau daftar akun tercatat sudah terdftar (pdhl sblm ny blm oernh daftar.. coba masuk log in dgn lupa password tertulis data belum terdaftar.. dan eror terus..,negatif
1,2025-05-24 01:35:33,apk tolol,negatif
2,2025-05-24 01:31:48,"aplikasi jkn saya,bila dibuka harus masuk daftarkan lagi no.ktp dan kata sandi. sudah benar tapi salah melulu sistemnya jadi enggak bisa buka untuk berobat",negatif
5,2025-05-24 01:25:15,terbaik,positif
5,2025-05-24 01:24:29,Baru di pakai 2 kali sudah error mohon di perbaiki sistemnya,positif
5,2025-05-24 01:24:04,mantap,positif
5,2025-05-24 01:02:17,"sangat membantu, tidak perlu ngantri lagi...",positif
2,2025-05-24 00:56:13,"kenapa akhir akhir ini aplikasi jkn sering eror, keluar sendiri saat mau masuk gak bisa di klik mana saya butuh buat anak saya berobat",negatif
1,2025-05-24 00:40:26,"apk jelek ribet bngett kode Verifikasi lambat d masukkan salah lagi, ini serius g ada penanganan dari pihak pemerintah? katanya mau mempermudah malah makin mempersulit",negatif
2,2025-05-24 00:29:14,"sebenarnya aplikasi mobile JKN ini membantu pasien, tapi 1) sering log out sendiri 2) sementara masuk kembali ke aplikasi ini prosesnya gak sederhana bagi kebanyakan orang terutama yang tua, 3) aturan 1 nomer hp untuk 1 orang menambah repot, karena kadang kan ada anak yang perlu mendaftarkan orang tua nya yang sudah lanjut usia dengan memakai nomer HP si anak. ketika menggunakan nomer itu untuk keluarga si anak jadi gak bisa karena Kartu keluarga sudah terpisah . semoga ada revisinya",positif
1,2025-05-24 00:23:24,nunggu pesan kode pin saja satu setengah jam astaghfirullah,negatif
1,2025-05-24 00:21:16,"banyak bgt bug dah, baru juga ganti hp install mau login malah force close apknya kocak",negatif
5,2025-05-24 00:08:03,sangat bagus bermanfaat,positif
5,2025-05-24 00:04:43,Pelayanan pengobatan penanganannya sigap dan cepat,positif
1,2025-05-23 23:40:49,mempersulit pasien bukan mempermudah,positif
5,2025-05-23 23:39:07,fast respon,positif
1,2025-05-23 23:25:27,"gakjelas kali sumpah aplikasiinya, ribet kali mau daftar akun aja",negatif
5,2025-05-23 23:23:04,"terimakasih pemerintah sdh mempermudah mengakses bpjs lgsung dr hp🙏🥰alhamdulillaaah aplksi ini sgt membantu, sy sdh dowload bbrp thn lalu tp utk yg baru download, sy mau daftarkn punya abangku knp susah kali ya,,,pas tahap mau verivikasi wajah😭😭 ga kyk punyaku dulu ini mohon lebih dipermudah lg🙏🙏",positif
5,2025-05-23 23:10:03,baik dan bagus,positif
1,2025-05-23 22:54:20,"gila ni, keluar sendiri mau login lagi susah",negatif
5,2025-05-23 22:50:36,terimakasih,positif
5,2025-05-23 22:37:28,ok,positif
5,2025-05-23 21:21:34,aplikasi sangat membantu,positif
1,2025-05-23 20:59:40,kenapa sekarang muncul tidak terhubung ke RS terus ya,negatif
5,2025-05-23 20:44:09,sangat puas dgn pelayanannya,positif
1,2025-05-23 19:55:24,kenapa ya Setiap mau kirim verifikasi lewat SMS ga muncul muncul kode nya pdahal kartu masih aktif ga jelas banget malah bikin ribet,negatif
5,2025-05-23 19:41:51,bagus skali,positif
5,2025-05-23 18:22:31,bisa diperbaiki LG agar mudah diakses setiap saat. terimakasih,positif
1,2025-05-23 17:36:30,kenapa saya mau masuk akun ga bisa dengan alasan data seluler tidak aktif padahal data seluler saya aktif saya mau ambil no antrian untuk control lagi ke rumah sakit karena sudah melakukan operasi mohon di bantu kenapa ga bisa masuk jkn,positif
1,2025-05-23 17:35:42,apk dongok mao daftar aja captchanya ga muncul muncul padahal jaringan gua 5g aneh,positif
2,2025-05-23 17:33:09,"suka ngebug terus jaringan aplikasinya,padahal data sama wifi saya lancar lancar aja",negatif
1,2025-05-23 17:20:19,makin kesini makin sering eror,negatif
1,2025-05-23 17:19:00,aplikasi yg harus nya mempermudah tp mlh buat emosi tiap mau daftar online!! sinyal full jg tulisannya offline!! kukira sinyal error ternyata emang apk nya yg busuk heran deh sebenarnya ini apk dibuat untuk ngetes emosi keknya sih!!,negatif
1,2025-05-23 17:16:48,"buruk sekali, tiap masuk aplikasi selalu error, error yg berjam jam, setiap buka aplikasi selalu error, gimana mau cepat malah memperlambat kita untk berobat",negatif
1,2025-05-23 17:12:59,"aplikasi rusak, giliran mau daftar selalu aja gangguan, udah banyak yang ngambil duluan, makin susah buat berobat, server jelek malah notifikasi cek jaringan user, kocak emang",negatif
1,2025-05-23 17:11:46,"aplikasi ny eror masa kode captcha GK muncul"" pdahal saya pake data ataupun wifi tetep saja d bilang offline g jls nih apk",negatif
1,2025-05-23 17:11:16,eror mulu,negatif
1,2025-05-23 17:00:56,AFLIKASI MENYEBALKAAAAANN...percuma ada daftar online.....,negatif
1,2025-05-23 16:57:04,"segera lakukan pembaruan aplikasi problem ini mengganggu sekali 1. aplikasi yang tiba2 merubah data nomor dan aplikasi.. seperti nomor telfon yg ditambhin 1 angka dan alamat email yg kurang 1 huruf untung nya saya hafal sandi saya.. 2. waktu aplikasi digunakan ada notif kalau internet saya mati padahal aslinya nyala, jadi waktu periksa saya tidak bisa mbuka ekartu BPJS kesehatan saya di aplikasi Terimakasih",negatif
1,2025-05-23 16:53:06,Hp gak ada auto-clicker malah kedeteksi auto-clicker. payah,negatif
1,2025-05-23 16:51:54,eror terus,negatif
4,2025-05-23 16:49:26,assalamualaikum pak mhon aplikasi mobile jkn kenapa ya offline aku mau lihat antrian untuk ke faskes tahap selnjutnya rumah sakit udah ada dan dapat nomor antrian tp tidak bisa dibuka mhon pak 🙏🙏 besok pagi2 mau daftar pke no. antrian nya gmna? ms offline mhon segera 🙏🙏,positif
1,2025-05-23 16:41:52,apk JKN yg sangat rumit...saya mau login aja susah padahal jaringan normal. tau lah ada nya JKN semakin mempersulit.,negatif
1,2025-05-23 16:39:39,"tidak bisa login. captcha loading terus, padahal jaringan internet sangat aman",negatif
1,2025-05-23 16:37:03,aplikasi gak guna...,negatif
2,2025-05-23 16:35:36,"minta tolong dengan sangat , aplikasinya kenapa , saya dibilang offline Mulu akhirnya saya coba buat ulasan ini kalo memang saya offline tidak akan terkirim saat ini 23 Mei 2025 pukul 23.30 padahal selalu saya update aplikasinya sering saya buka",negatif
1,2025-05-23 16:31:12,emang negara konoha kalau bikin aplikasi gk ada yang beres.. loading gak jelas mau masuk atau daftar lambatnya minta ampun. hedeh...,negatif
1,2025-05-23 16:18:13,ga bakal gua kasih bintang smnjk ada aplikasi ini sulit bgt sumpah orang mau kontrol udah sakit dari bulan kmrn tapi ketunda Mulu gara' nge bug aplikasi ga jls!,negatif
1,2025-05-23 16:16:11,keluar sendiri pas mau masuk selalu muncul ofline pdahal internet baru beli,negatif
1,2025-05-23 16:16:11,"aplikasi error terus, alasannya gak ada koneksi padahal buat yg lain lancar jaya",negatif
2,2025-05-23 16:15:59,"ini gimana ya mau masuk capta nya muter terus enggak muncul""",negatif
1,2025-05-23 16:13:54,"Aplikasi gak jelas. Bukannya mempermudah malah mempersulit. Yg update lah, yg pengoptimalan lah, yg konfirmasi apa lah tetek bengek. Kalau gak niat buat aplikasi, gak usah buat. Mempersulit & menuh2in memori HP aja. tiap update apk malah diperintah cek jaringan. kan goblok",positif
5,2025-05-23 16:05:19,ok,positif
1,2025-05-23 16:04:31,"gak jelas mau daftar tapi kode captcha nya gk muncul, ini eror atau gimana si? di cek melalui layanan whatsapp malah muter muter gak ada kejelasan informasi, masa layanan masyarakat kaya gini sistemnya",negatif
1,2025-05-23 15:56:58,eror terus periksa jaringan padahal pake wifi sama kuota sama aja bikin susah aja,negatif
2,2025-05-23 15:41:57,Cek Koneksi Cek Koneksi... Padahal sudah bagus dan coba berbagai koneksi...haduh,positif
1,2025-05-23 15:41:06,"mau dipakai ,tapi gangguan sinyal terus. Padahal di aplikasi lain aman aman aja",negatif
1,2025-05-23 15:40:36,"parah makin kesini,,masalah koneksi terus",negatif
1,2025-05-23 15:38:44,"uda daftar ambil antrean jauh jauh hr, pas hari H mau scan di administrasi depan malab nya ngebug not internet. dicoba pake wifi gbs pake kuota jg gabisa",negatif
5,2025-05-23 15:30:22,sangat baik,positif
1,2025-05-23 15:23:34,gajelas,negatif
1,2025-05-23 15:20:30,setiap mau daftar sering muncul cek koneksi internet anda padahal sinyal internet baik data maupun wifi lancar² saja,positif
2,2025-05-23 15:14:14,bug jaringan terus,negatif
1,2025-05-23 15:03:12,apa sih aplikasi ini.. kQ rumit bgt.. masuk aja ribet bgt.. keluar terus .. login awal mulu...kelihatan bgt aplikasi ini belum siap di pakai,negatif
1,2025-05-23 15:00:31,mintak kode otp tapi tidak ada notif yang masuk,negatif
1,2025-05-23 14:17:44,apliksi negara kok bobrok gini cok maun daftar aja ribet kode otp sms gak masuk2,negatif
5,2025-05-23 14:16:00,cukup baik,positif
1,2025-05-23 14:12:42,aplikasi buruk mau verifikasi OTP gk bisa bisa sudah saya coba berkali²,negatif
5,2025-05-23 14:05:05,jos,positif
5,2025-05-23 14:00:40,"sangat membatu,bagus",positif
5,2025-05-23 13:59:29,mantul terbaik,positif
5,2025-05-23 13:57:52,"mantap,,sngt membantu",positif
5,2025-05-23 13:42:08,sudah sangat baik,positif
2,2025-05-23 13:08:31,"sebelum di update semua menu bisa diakses. sekarang setelah di update kok malah gk bisa diakses menu info riwayat penyakitnya, isinya kosong. IT nya gimana nih masa gk dilakukan fix bug sih",negatif
5,2025-05-23 13:02:46,sangat membantu,positif
1,2025-05-23 12:56:25,bnyak bug dan gbsa d akses,negatif
5,2025-05-23 12:56:18,sangat mudah dipergunakan,positif
4,2025-05-23 12:52:51,"sangat bagus,",positif
2,2025-05-23 12:49:50,mo download gabisa bisa oyyyyyy,negatif
5,2025-05-23 12:45:17,bagus,positif
5,2025-05-23 12:41:46,oke banget,positif
5,2025-05-23 12:39:46,semoga semakin baiik,positif
3,2025-05-23 12:38:55,saya herannya kenapa setiap buka apk selalu suruh masukin pin baru lh gimana sih...,netral
1,2025-05-23 12:15:25,Kenapa aplikasinya tidak bisa dibuka ya? pas di klik langsung keluar sendiri. pakai vivo x100,negatif
5,2025-05-23 12:13:21,mantap,positif
1,2025-05-23 12:07:45,"aplikasi nyaa kurang memuaskan, tiap mau daftar online ke faskes tingkat pertama selalu susah selalu keluar info ""informasi tidak di temukan"" tolong di perbaiki",negatif
5,2025-05-23 11:57:02,cepat sekali,positif
5,2025-05-23 11:54:24,alhamdulillah.... sangat membantu... pelayanan lebih mudah,positif
1,2025-05-23 11:46:36,ga bisa daftar toling diperbaiki masak ga bisa kode verifikasi ny g muncul2,positif
5,2025-05-23 11:34:43,alhamdulillah oke dan memuaskan. lebih praktis,positif
1,2025-05-23 11:27:48,"sumpah ya, ini gimana saya mau berobat, setiap mau daftar antrian selalu dibilang nomor handphone belum ada (padahal ada), terus suruh isi di ubah data diri, setelah dimasukan nomor telepon terus dia minta verifikasi, lucunya ketika kita klik verifikasi dia malah blank ngga ada pilihan apapun, jadinya saya ngga bisa check in ke faskes yg dituju. pulsa padahal ada, udah sampe telfon ke 165, katanya nomor nya sudah terdaftar, tapi ya kenapa di apk ketika mau daftar antrian ketemu masalah ini terus",negatif
1,2025-05-23 11:25:07,APK GA JELAS,negatif
1,2025-05-23 11:24:31,apk nya jelek mau daftar aja susah nya minta ampun tiap masukin no hp atau email slalu minta kode otp masing² n g bsa masuk²,negatif
1,2025-05-23 11:21:40,aplikasi untuk orang sakit leletnya minta ampun...keburu sembuh duluan,negatif
2,2025-05-23 11:18:46,"mohon maaf bangat ya, aplikasi ini diciptakan mempermudah atau mempersulit? ketika saya daftar untuk pertama kalinya dan memasukkan nomor saya, tidak ada muncul verifikasi nomor saya padahal saya sudah berulang kali mencoba, tetapi tetap tidak muncul !! dan saya isi dengan pulsa tetap saja tidak muncul tolong sebisa mungkin perbaiki kesalahan ini 🙏",positif
5,2025-05-23 11:18:26,"ganti kelas mudah, aplikasi dalam genggaman nggak perlu ke kantor pusat hanya lewat hp saja bisa pindah kelas",positif
1,2025-05-23 11:15:06,kok ga bisa daftar si??? ga ada notif SMS terkirim gimana ini???,positif
1,2025-05-23 11:01:02,"aplikasi sampah, tolol gal guna",negatif
1,2025-05-23 10:55:25,"kode otp gak nongol, jelek apk nya",negatif
5,2025-05-23 10:51:57,ga ribet. dah gitu ajah,negatif
1,2025-05-23 10:25:59,halo ka ini kenapa ya kode verifikasinya tidak muncul muncul? sudah nyoba berapa kali tetep aja ga muncul padahal nomer bener tolong di perbaiki sistemnya.,positif
1,2025-05-23 10:24:20,saya mau berobat menggunakn kartu selalu di tolak emg rumah sakit mata duitan,negatif
5,2025-05-23 10:18:05,sangat membantu,positif
5,2025-05-23 10:17:38,bagus sekali,positif
5,2025-05-23 10:08:00,pelayanannya memuaskan,positif
5,2025-05-23 09:58:00,oke,positif
1,2025-05-23 09:50:04,kirain aku doang ini daftarin punya bapa dah kemaren katanya no telp tidak terdaftar perubahan data no tlp tunggu 3hari udah beres pas mau dftr jkn mobile verifikasinya pake email masuk giliran pake no hp ampun udah nunggu 1 jam ga ada pulsa minimal 5000 ini 10 ribu dibilang jaringan buka apa aja lancar gimana sih dikit dikit berobat nyuruh online jkn mobile tapi klo apk nya ga bisa menenuhi kebutuhan menyulitkan ya gimana tolonglah udah banyak keluhan masih lama gitu aja,positif
5,2025-05-23 09:46:08,bagsu,positif
5,2025-05-23 09:45:15,"bagus, perawatnya ramah",positif
5,2025-05-23 09:41:10,aplikasi mobil jkn sangatt praktis dan mudah untuk di gunakan tanpa harus datang lngsng ke kantor BPJS ny,positif
5,2025-05-23 09:31:33,top,positif
5,2025-05-23 09:22:33,mantap sangat bermanfaat,positif
5,2025-05-23 09:21:00,good,positif
1,2025-05-23 09:06:08,gak bisa daftar,negatif
1,2025-05-23 09:01:33,Updarenya gak abis2. Tiap mau pake update terus. Padahal gak ada yg berubah!!!!!,negatif
3,2025-05-23 08:55:18,"Sudah daftar, tapi verifikasi SMS tidak muncul terus min",netral
5,2025-05-23 08:47:45,Dengan aplikasi mobile JKN sangat membantu dalam segala layanannya,positif
5,2025-05-23 08:27:38,bagus,positif
5,2025-05-23 08:25:02,ok,positif
5,2025-05-23 08:15:45,sangggat membantu,positif
1,2025-05-23 08:13:11,sdh perna dftar eh cba msuk lagi udah nda bisa.,negatif
5,2025-05-23 08:12:25,Alhamdulillah sangat mudah di gunakan,positif
1,2025-05-23 08:11:03,"setiap log in selalu dibilang salah NIK, padahal NIK sudah sesuai. mau dftar berobat manual disuruh online, dftar online gak bisa log in. please jkn .. perbaiki sistem nya.",positif
1,2025-05-23 07:59:18,"mau pindah faskes di klik provinsi tdk bisa yuhhh parah...tolong dong klo sdh sediain online jgn di susah""in eror trs",negatif
5,2025-05-23 07:55:26,ok,positif
5,2025-05-23 07:52:37,membantu mempercepat pengurusan,positif
5,2025-05-23 07:51:50,ok,positif
5,2025-05-23 07:47:16,mantap,positif
1,2025-05-23 07:35:48,Tolong tambahkan fitur menonaktifkan bpjs. karna sangat tidak berguna apa lagi ada uang tanggungan yang harus di bayar,negatif
5,2025-05-23 07:20:28,ok,positif
5,2025-05-23 07:11:39,sangat membantu,positif
1,2025-05-23 07:07:40,tidak jelas,negatif
5,2025-05-23 07:05:57,bagus,positif
5,2025-05-23 07:02:12,"Sangat membantu, masyarakat Indonesia sehat dan cerdas. berkas JKN. JKN Mobile mudah dipahami dan bersifat praktis. namun mohon maaf kendala Online akan tetap Menggunakan cara Manual jika diperlukan, tetaplah dipermudah. terima kasih Mobile JKN",positif
1,2025-05-23 06:58:15,stuck diperizinan notifikasi,negatif
5,2025-05-23 06:46:18,oke,positif
5,2025-05-23 06:39:24,mudah digunakan.tks,positif
5,2025-05-23 06:35:51,terima kasih,positif
5,2025-05-23 06:28:16,mantab,positif
1,2025-05-23 06:25:39,"gak bisa menambah peserta baru, aplikasi ribet dipersulit",negatif
4,2025-05-23 06:22:52,Jkn mobile megilan mantap,positif
4,2025-05-23 06:18:26,"tolong ditingkatkan pelayanan, aplikasi suka out sendiri",positif
3,2025-05-23 06:16:01,ditest dulu,netral
1,2025-05-23 06:14:43,Gak jelas orang mau daftar tapi verifikasi wajah gagal teruuss,negatif
1,2025-05-23 06:05:36,mohon perbaikanya masa mau verivikasi wajahhh gabisa trusss padahal posisi sudah pas jaringan lancar tempat juga teranggg nunggu berapa lama lagiii dibuat urgent gabissaaaa aplikasi sampahhh bgtttt sumpah,positif
5,2025-05-23 06:05:28,Bermanfaat,positif
1,2025-05-23 05:55:48,kode verifikasinya gak masuk-masuk,negatif
5,2025-05-23 05:52:48,mantap,positif
5,2025-05-23 05:50:03,apk nya sangat membantu dalam pendaftaran secara online 👍🙏🥰,positif
1,2025-05-23 05:47:27,"aplikasi sangat buruk. setiap mau masuk selalu dikatakan NIK /kata sandi/captcha salah, padahal sudah diinput benar. kalau sistem belum siap jangan diluncurkan!",negatif
1,2025-05-23 05:47:24,"kenapa semua situs dan aplikasi dari pemerintah itu sampah gak berguna, banyak bug lemot susah verifikasi",negatif
1,2025-05-23 05:44:42,gajelas regis gagal terus,negatif
5,2025-05-23 05:44:02,Susah dibuka,negatif
5,2025-05-23 05:41:28,bagus,positif
5,2025-05-23 05:33:48,mantap jkn,positif
2,2025-05-23 05:32:30,bpjsku aktif kok di apk tidak aktif?,positif
3,2025-05-23 05:29:51,bagus,positif
1,2025-05-23 05:22:33,"aplikasi jelek, eror terus, tidak bisa kirim kode otp ke nmor tlfon",negatif
5,2025-05-23 05:03:59,pakai jkn mobile lebih mudah,positif
1,2025-05-23 05:00:28,parah banget apk pemerintah tapi daftar aja kode ga dikirim kirim hadeh,negatif
5,2025-05-23 04:54:03,"Sangat membantu, terima kasih",positif
4,2025-05-23 04:53:38,baik,positif
3,2025-05-23 04:53:12,"mengapa tdk ada opsi ""tdk tahu""?",netral
4,2025-05-23 04:52:33,kereen lanjutkan,positif
5,2025-05-23 04:23:58,ok,positif
4,2025-05-23 04:15:42,"Tolong ditingkatkan sistemnya, supaya pasien bisa mengatur ulang jadwal temu dokter dengan lebih mudah. Soalnya dah beberapa kali dokternya gak hadir, kita kalo mau mengatur ulang jadwal harus ke loket lagi dan itu jg belum tentu langsung beres.",positif
5,2025-05-23 04:15:12,Layanan sangat memuaskan,positif
5,2025-05-23 04:14:08,mantap,positif
4,2025-05-23 04:03:45,mantap,positif
1,2025-05-23 03:58:18,"inilah Akibat yang buat apk nya ordal gabisa ngoding, apk jelek mo verifikasi aja susah error terus, kalo gabisa ngoding jangan buat apk pake ai lawak",negatif
3,2025-05-23 03:56:23,masih dalm pejelasan n moga bisa dalam mengnontrol app nya ..salam sehat kita,netral
1,2025-05-23 03:48:16,"susah amat mau login, mau nungguin kode OTP sampai sekar belum dikirim kirim. pelayanan apa ini?",negatif
5,2025-05-23 03:42:43,alkhamdulillah sudah bisa pindah Faskes.,positif
5,2025-05-23 03:38:43,mantap keren banget program ini.,positif
5,2025-05-23 03:38:43,memudahkan untuk berobat,positif
5,2025-05-23 03:37:48,ok,positif
1,2025-05-23 03:29:19,"aplikasi sampah, bukanya membantu masyarakat yg ada susahin.",negatif
5,2025-05-23 03:25:30,"Aplikasi yang mudah dipahami, proses pindah faskes dalam hitungan detik.",positif
5,2025-05-23 03:17:12,memuaskan,positif
1,2025-05-23 03:04:58,"tidak jelas mau daftar saja susah, setiap mau verifikasi nmr telfon TDK ada yg masuk disms",negatif
